STT,Team,Median of Age,Median of MP,Median of Starts,Median of Goals,Median of Assists1,Median of Yellow Cards,Median of  Red Cards,Median of xG,Median of npxG,Median of xAG,Median of Goal Per90,Median of Assists Per90,Median of G+A Per90,Median of xG Per90,Median of xAG Per90,Median of xG+xAG Per90,Median of npxG Per90,Median of npxG+xAg Per90,Median of GA2,Median of soTA2,Median of SAVE2,Median of SAVE%2,Median of W2,Median of L2,Median of CS2,Median of CS12,Median of PKatt2,Median of PKA2,Median of PKsv2,Median of PKm2,Median of SAVE%21,Median of Gls3,Median of Sh3,Median of SoT3,Median of SoT%3,Median of Sh/903,Median of SoT/903,Median of G/Sh3,Median of G/SoT3,Median of Dist3,Median of FK3,Median of PK3,Median of PKat3,Median of Cmp4,Median of Att4,Median of Cmp%4,Median of TotDist4,Median of PrgDist4,Median of Cmp41,Median of Att41,Median of Cmp%1,Median of Cmp41.1,Median of Att41.1,Median of Cmp%41,Median of Cmp41.2,Median of Att41.2,Median of Cmp%41.1,Median of Ast4,Median of xAG4,Median of xA4,Median of A-xAG4,Median of KP4,Median of 1/34,Median of PPA4,Median of CrsPA4,Median of PrgP4,Median of Live5,Median of Dead5,Median of FK5,Median of TB5,Median of Sw5,Median of Crs5,Median of TI5,Median of CK5,Median of In5,Median of Out5,Median of Str5,Median of Cmp5,Median of Off5,Median of Blocks5,Median of SCA6,Median of SCA906,Median of PassLive6,Median of PassDead,Median of TO6,Median of Sh6,Median of Fld6,Median of Def6,Median of GCA6,Median of GCA906,Median of PassLive6.1,Median of PassDead6,Median of TO61,Median of Sh61,Median of Fld61,Median of Def61,Median of 7Tkl,Median of 7TklW,Median of Def 3rd7,Median of Mid 3rd7,Median of Att 3rd7,Median of Tkl71,Median of Att71,Median of Tkl%7,Median of Lost7,Median of Blocks7,Median of Sh7,Median of Pass7,Median of Int7,Median of Tkl + Int7,Median of Clr7,Median of Err7,Median of Touches,Median of Def Pen,Median of Def 3rd,Median of Mid 3rd,Median of Att 3rd,Median of Att Pen,Median of Live,Median of Att,Median of Succ,Median of Succ%,Median of Tkld,Median of Tkld%,Median of Carries,Median of TotDist,Median of ProDist,Median of ProgC8,Median of 1/38,Median of CPA8,Median of Mis8,Median of Dis8,Median of Rec8,Median of PrgR8,Median of Starts9,Median of Mn/Start9,Median of Compl9,Median of Subs9,Median of Mn/Sub,Median of unSub,Median of PPM,Median of onG,Median of onGA,Median of onxG,Median of onxGA,Median of Fls,Median of Fld,Median of Off,Median of Crs,Median of OG,Median of Recov,Median of Won,Median of Lost,Median of Won%,Mean of Age,Mean of MP,Mean of Starts,Mean of Goals,Mean of Assists1,Mean of Yellow Cards,Mean of  Red Cards,Mean of xG,Mean of npxG,Mean of xAG,Mean of Goal Per90,Mean of Assists Per90,Mean of G+A Per90,Mean of xG Per90,Mean of xAG Per90,Mean of xG+xAG Per90,Mean of npxG Per90,Mean of npxG+xAg Per90,Mean of GA2,Mean of soTA2,Mean of SAVE2,Mean of SAVE%2,Mean of W2,Mean of L2,Mean of CS2,Mean of CS12,Mean of PKatt2,Mean of PKA2,Mean of PKsv2,Mean of PKm2,Mean of SAVE%21,Mean of Gls3,Mean of Sh3,Mean of SoT3,Mean of SoT%3,Mean of Sh/903,Mean of SoT/903,Mean of G/Sh3,Mean of G/SoT3,Mean of Dist3,Mean of FK3,Mean of PK3,Mean of PKat3,Mean of Cmp4,Mean of Att4,Mean of Cmp%4,Mean of TotDist4,Mean of PrgDist4,Mean of Cmp41,Mean of Att41,Mean of Cmp%1,Mean of Cmp41.1,Mean of Att41.1,Mean of Cmp%41,Mean of Cmp41.2,Mean of Att41.2,Mean of Cmp%41.1,Mean of Ast4,Mean of xAG4,Mean of xA4,Mean of A-xAG4,Mean of KP4,Mean of 1/34,Mean of PPA4,Mean of CrsPA4,Mean of PrgP4,Mean of Live5,Mean of Dead5,Mean of FK5,Mean of TB5,Mean of Sw5,Mean of Crs5,Mean of TI5,Mean of CK5,Mean of In5,Mean of Out5,Mean of Str5,Mean of Cmp5,Mean of Off5,Mean of Blocks5,Mean of SCA6,Mean of SCA906,Mean of PassLive6,Mean of PassDead,Mean of TO6,Mean of Sh6,Mean of Fld6,Mean of Def6,Mean of GCA6,Mean of GCA906,Mean of PassLive6.1,Mean of PassDead6,Mean of TO61,Mean of Sh61,Mean of Fld61,Mean of Def61,Mean of 7Tkl,Mean of 7TklW,Mean of Def 3rd7,Mean of Mid 3rd7,Mean of Att 3rd7,Mean of Tkl71,Mean of Att71,Mean of Tkl%7,Mean of Lost7,Mean of Blocks7,Mean of Sh7,Mean of Pass7,Mean of Int7,Mean of Tkl + Int7,Mean of Clr7,Mean of Err7,Mean of Touches,Mean of Def Pen,Mean of Def 3rd,Mean of Mid 3rd,Mean of Att 3rd,Mean of Att Pen,Mean of Live,Mean of Att,Mean of Succ,Mean of Succ%,Mean of Tkld,Mean of Tkld%,Mean of Carries,Mean of TotDist,Mean of ProDist,Mean of ProgC8,Mean of 1/38,Mean of CPA8,Mean of Mis8,Mean of Dis8,Mean of Rec8,Mean of PrgR8,Mean of Starts9,Mean of Mn/Start9,Mean of Compl9,Mean of Subs9,Mean of Mn/Sub,Mean of unSub,Mean of PPM,Mean of onG,Mean of onGA,Mean of onxG,Mean of onxGA,Mean of Fls,Mean of Fld,Mean of Off,Mean of Crs,Mean of OG,Mean of Recov,Mean of Won,Mean of Lost,Mean of Won%,Std of Age,Std of MP,Std of Starts,Std of Goals,Std of Assists1,Std of Yellow Cards,Std of  Red Cards,Std of xG,Std of npxG,Std of xAG,Std of Goal Per90,Std of Assists Per90,Std of G+A Per90,Std of xG Per90,Std of xAG Per90,Std of xG+xAG Per90,Std of npxG Per90,Std of npxG+xAg Per90,Std of GA2,Std of soTA2,Std of SAVE2,Std of SAVE%2,Std of W2,Std of L2,Std of CS2,Std of CS12,Std of PKatt2,Std of PKA2,Std of PKsv2,Std of PKm2,Std of SAVE%21,Std of Gls3,Std of Sh3,Std of SoT3,Std of SoT%3,Std of Sh/903,Std of SoT/903,Std of G/Sh3,Std of G/SoT3,Std of Dist3,Std of FK3,Std of PK3,Std of PKat3,Std of Cmp4,Std of Att4,Std of Cmp%4,Std of TotDist4,Std of PrgDist4,Std of Cmp41,Std of Att41,Std of Cmp%1,Std of Cmp41.1,Std of Att41.1,Std of Cmp%41,Std of Cmp41.2,Std of Att41.2,Std of Cmp%41.1,Std of Ast4,Std of xAG4,Std of xA4,Std of A-xAG4,Std of KP4,Std of 1/34,Std of PPA4,Std of CrsPA4,Std of PrgP4,Std of Live5,Std of Dead5,Std of FK5,Std of TB5,Std of Sw5,Std of Crs5,Std of TI5,Std of CK5,Std of In5,Std of Out5,Std of Str5,Std of Cmp5,Std of Off5,Std of Blocks5,Std of SCA6,Std of SCA906,Std of PassLive6,Std of PassDead,Std of TO6,Std of Sh6,Std of Fld6,Std of Def6,Std of GCA6,Std of GCA906,Std of PassLive6.1,Std of PassDead6,Std of TO61,Std of Sh61,Std of Fld61,Std of Def61,Std of 7Tkl,Std of 7TklW,Std of Def 3rd7,Std of Mid 3rd7,Std of Att 3rd7,Std of Tkl71,Std of Att71,Std of Tkl%7,Std of Lost7,Std of Blocks7,Std of Sh7,Std of Pass7,Std of Int7,Std of Tkl + Int7,Std of Clr7,Std of Err7,Std of Touches,Std of Def Pen,Std of Def 3rd,Std of Mid 3rd,Std of Att 3rd,Std of Att Pen,Std of Live,Std of Att,Std of Succ,Std of Succ%,Std of Tkld,Std of Tkld%,Std of Carries,Std of TotDist,Std of ProDist,Std of ProgC8,Std of 1/38,Std of CPA8,Std of Mis8,Std of Dis8,Std of Rec8,Std of PrgR8,Std of Starts9,Std of Mn/Start9,Std of Compl9,Std of Subs9,Std of Mn/Sub,Std of unSub,Std of PPM,Std of onG,Std of onGA,Std of onxG,Std of onxGA,Std of Fls,Std of Fld,Std of Off,Std of Crs,Std of OG,Std of Recov,Std of Won,Std of Lost,Std of Won%
0,all,25.0,20.0,13.0,1.0,0.0,2.0,0.0,0.8,0.75,0.06,0.03,0.0,0.1,0.07,0.06,0.14500000000000002,0.07,0.14500000000000002,27.0,78.0,52.0,67.6,5.0,6.0,2.5,19.5,2.0,1.5,0.0,0.0,0.0,1.0,9.0,3.0,31.7,0.895,0.215,0.07,0.26,16.3,0.0,0.0,0.0,394.0,503.5,78.85,6018.0,1730.0,196.5,231.0,88.7,135.5,165.5,84.85,23.0,41.5,53.1,0.0,0.7,0.6,0.0,7.0,23.0,6.0,0.0,35.0,445.0,25.5,0.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,394.0,2.0,9.0,19.0,1.97,14.0,0.0,0.0,1.0,0.0,0.0,2.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,7.0,6.0,2.0,7.0,16.0,48.0,8.0,13.0,2.0,8.0,6.0,24.0,13.5,0.0,666.0,27.0,134.0,256.5,124.5,17.0,665.5,12.0,6.0,46.05,5.0,42.9,361.5,1882.5,907.5,13.0,11.0,2.0,11.0,6.0,420.0,21.0,7.0,82.0,2.0,2.0,19.0,3.0,1.3050000000000002,20.0,22.0,19.2,20.4,10.0,9.0,1.0,6.0,0.0,49.5,9.0,12.0,46.6,24.906896551724138,19.627586206896552,14.413793103448276,2.0637931034482757,1.4810344827586206,2.85,0.1,2.0760344827586206,1.9296551724137931,0.10070689655172414,0.12525862068965518,0.09162068965517242,0.2168103448275862,0.14498275862068966,0.10070689655172414,0.24584482758620685,0.13843103448275862,0.23946551724137932,31.15,91.3,61.175,65.44000000000001,7.45,7.45,3.925,19.61578947368421,2.675,2.4,0.2,0.075,9.720689655172412,2.0637931034482757,17.9,6.117241379310345,31.02451612903226,1.354551724137931,0.42579310344827587,0.09219354838709679,0.2941293532338308,16.532043010752687,0.4879310344827586,0.16551724137931034,0.18448275862068966,541.5086206896551,670.7896551724137,78.10578947368421,9199.26551724138,3251.863793103448,260.3965517241379,291.3724137931035,87.68645276292335,220.91551724137932,254.8448275862069,83.14856115107915,46.139655172413796,88.82241379310345,54.3527724665392,1.4810344827586206,1.4937931034482759,1.3217241379310345,-0.01275862068965517,13.587931034482759,40.360344827586204,11.686206896551724,2.4362068965517243,50.58448275862069,608.8534482758621,59.43793103448276,7.086206896551724,2.2913793103448277,3.463793103448276,22.686206896551724,23.23448275862069,7.086206896551724,3.462068965517241,2.070689655172414,0.1706896551724138,541.5086206896551,2.4982758620689656,12.579310344827586,31.81896551724138,2.3520517241379313,23.294827586206896,2.646551724137931,1.856896551724138,2.0689655172413794,1.3275862068965518,0.6241379310344828,3.5637931034482757,0.23093103448275862,2.5068965517241377,0.22413793103448276,0.25862068965517243,0.2810344827586207,0.22413793103448276,0.06896551724137931,23.137931034482758,13.575862068965517,11.21896551724138,8.648275862068965,3.2706896551724136,10.74655172413793,21.936206896551724,46.836166007905135,11.189655172413794,16.04310344827586,5.106896551724138,10.936206896551724,10.875862068965517,34.01379310344828,26.867241379310343,0.5672413793103448,818.9931034482759,91.19137931034483,268.66896551724136,350.03275862068966,207.90862068965518,34.34827586206897,818.8086206896552,24.548275862068966,11.189655172413794,46.43340163934426,10.74655172413793,42.50553278688525,468.73275862068965,2477.746551724138,1273.6155172413794,24.651724137931033,17.386206896551723,7.85,18.606896551724137,12.391379310344828,536.2344827586207,50.06206896551724,11.206434316353887,79.69574036511156,7.116621983914209,4.053619302949062,19.389898989898988,5.081769436997319,1.3616494845360825,23.52920962199313,23.457044673539517,22.307241379310344,22.231896551724137,14.493103448275862,13.98448275862069,2.4982758620689656,22.686206896551724,0.08448275862068966,63.26379310344828,17.5,17.5,47.195660377358486,4.464593468892228,11.832419285578206,11.926421637825795,3.6212383627828926,2.3607291470836,2.8551532055720634,0.3170459504788319,3.402253870270797,2.9779877324175055,0.21071311674629023,0.22316092076723404,0.16070266986939108,0.2970848553726081,0.2222249705277416,0.21071311674629023,0.34800364785395477,0.2139474869849693,0.3406311684750711,23.052392945480097,67.84794462431113,46.42495322616149,14.885525580068437,6.717562134110933,6.598173795520806,3.8920530473102395,14.739825190862458,2.6446608041922444,2.560048076471642,0.46409548089225716,0.2667467828369185,21.93689617500852,3.6212383627828926,22.523225395371508,8.75240185008864,19.943175768493763,1.994869578349846,0.6108262406981321,0.11907295087760603,0.2617462234119216,4.834282334307881,1.6834639822970674,0.779830308838436,0.85902738995741,553.5479393594368,646.1636760650174,10.964894524870772,9775.9664924764,4063.510306043578,265.5076110495175,287.10458445587346,9.798886328940489,251.71780420535103,274.3473902927077,11.468472164235278,61.798878313834095,127.45164485618442,17.621598526690725,2.3607291470836,2.115351265420984,1.826161009961633,1.0447546308580322,17.94573067885504,49.268705414433434,15.675403967996592,4.166367448013851,57.02756447020903,593.7691010189704,84.06573591101913,21.46450215121718,4.291163933507366,5.664518487749205,40.12146690346226,51.384327065293654,21.46450215121718,10.938528625580538,8.177447157310214,0.8598727906659726,553.5479393594368,3.0542018611082917,13.262550788199254,37.1143495421,4.274028378600814,26.663857294245204,7.135566503956111,3.2429337060900845,2.8507010255941547,2.1569498953225703,1.069325864634522,4.807277092976545,0.35487986544326255,3.425741328641918,0.7444232144554851,0.689430312934749,0.676768940742931,0.5948281256605865,0.27328166023532485,23.920888809699623,14.261659295227032,12.96622365031948,9.506133669010504,3.9405122546762583,11.997534512372045,22.833051811301285,21.785759185559694,12.12692930583256,15.561784066741334,7.620916179106623,10.912166179742773,12.53327605834524,35.02399596011447,35.079844224111405,1.0384470821020424,740.3097750212941,189.07920573015159,339.44882287759776,369.27351629976215,236.52143792715808,45.88906139344579,740.1816746564526,31.888613575674484,14.947411437743282,21.2561731849054,14.397619208260066,21.047218600182088,444.99647701461254,2334.145549634658,1272.2350854744445,31.423005342028482,19.724855647629315,15.103440114143527,20.733708147950995,15.648787627975464,517.3403621185322,68.75718540585258,12.105254786386404,9.660114234411703,9.754218078280648,4.9150986700934505,11.137687188133247,6.49894282206633,0.7348869929574058,21.145386554139158,19.38816405791758,19.128922191929224,18.14252344682627,13.86494021655426,15.561947098186295,4.403836895893622,40.12146690346226,0.30781514546593464,57.678739833368496,23.097936714858157,20.575275670374797,23.69078051312602
1,Arsenal,24.0,27.0,11.0,1.0,1.0,2.0,0.0,1.3,1.2,0.11,0.1,0.1,0.23,0.09,0.11,0.16,0.09,0.16,14.5,41.5,27.0,66.2,14.0,2.5,9.0,41.65,1.5,1.0,0.5,0.0,33.3,1.0,13.0,3.0,31.95,1.33,0.3,0.1,0.33,15.85,0.0,0.0,0.0,570.0,673.0,84.0,8941.0,2420.0,271.0,315.0,91.4,214.0,245.0,88.2,32.0,58.0,54.3,1.0,0.8,0.8,0.0,6.0,30.0,10.0,1.0,65.0,615.0,35.0,0.0,2.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,570.0,2.0,10.0,25.0,2.86,20.0,1.0,0.0,1.0,0.0,0.0,4.0,0.33,3.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,8.0,6.0,2.0,9.0,18.0,50.0,5.0,11.0,1.0,11.0,8.0,35.0,8.0,0.0,824.0,24.0,143.0,318.0,207.0,20.0,824.0,12.0,4.0,40.9,5.0,43.5,489.0,2227.0,1129.0,15.0,14.0,3.0,11.0,5.0,567.0,26.0,9.5,79.5,3.0,2.0,17.0,2.5,2.36,30.0,10.0,24.8,11.4,10.0,10.0,1.0,9.0,0.0,54.0,7.0,10.0,50.0,24.8,22.88,16.72,3.44,2.48,2.56,0.08,3.12,2.81,0.12,0.15,0.14,0.29,0.18,0.12,0.3,0.16,0.28,14.5,41.5,27.0,66.2,14.0,2.5,9.0,41.65,1.5,1.0,0.5,0.0,33.3,3.44,25.88,8.36,29.84,1.63,0.55,0.1,0.32,16.73,0.24,0.4,0.4,763.76,902.32,83.74,12381.32,4088.4,388.76,425.72,91.05,312.36,350.6,88.5,47.12,86.48,55.66,2.48,2.24,2.3,0.24,20.52,61.84,21.92,2.72,84.24,837.64,61.2,10.6,4.16,2.6,26.8,22.4,10.6,8.68,0.04,0.0,763.76,3.48,12.76,47.4,2.7,37.04,3.28,2.32,2.64,1.32,0.8,6.08,0.34,4.16,0.64,0.32,0.44,0.52,0.0,24.4,13.92,10.28,9.84,4.28,10.84,21.72,53.55,10.88,16.48,4.24,12.24,11.68,36.08,20.6,0.72,1059.72,78.96,268.56,456.28,342.4,59.2,1059.32,26.84,11.32,43.7,12.16,41.74,651.88,3246.84,1660.4,32.84,23.0,13.08,21.0,15.0,756.68,83.52,13.06,79.5,8.22,4.81,16.6,5.88,2.47,40.04,12.76,33.5,12.25,15.64,15.76,3.48,26.8,0.04,70.08,20.12,19.96,49.02,3.49,13.08,14.03,4.59,3.07,2.71,0.28,4.15,3.52,0.12,0.19,0.15,0.29,0.18,0.12,0.26,0.16,0.23,13.44,38.89,25.46,2.69,12.73,3.54,9.9,11.81,2.12,1.41,0.71,0.0,,4.59,29.52,9.94,11.07,1.59,0.7,0.09,0.24,4.86,0.88,1.26,1.26,743.87,839.46,6.57,12294.72,4619.63,359.97,388.52,5.3,346.05,373.3,7.16,49.97,100.91,12.69,3.07,2.97,3.12,1.18,27.92,69.66,29.31,3.79,93.13,792.33,65.58,25.92,7.81,3.79,43.15,47.56,25.92,21.61,0.2,0.0,743.87,3.98,13.54,58.18,1.88,45.29,6.56,3.73,3.23,1.95,1.35,6.93,0.35,5.2,1.11,0.63,0.71,0.96,0.0,23.1,13.39,10.15,10.52,4.93,10.52,20.98,24.91,12.09,15.49,8.14,11.45,12.15,34.22,27.94,1.21,943.21,162.45,359.26,483.6,368.31,75.95,942.89,35.65,14.62,20.99,16.91,20.2,585.82,3009.04,1573.34,41.49,24.09,21.85,21.43,18.1,687.2,124.42,14.2,9.78,11.72,5.61,5.58,7.51,0.27,31.89,10.51,26.71,9.78,14.07,16.91,5.04,43.15,0.2,62.86,26.98,24.23,24.2
2,Aston Villa,25.0,20.0,9.0,1.0,0.0,2.0,0.0,1.0,1.0,0.06,0.03,0.0,0.08,0.07,0.06,0.17,0.07,0.17,30.5,86.5,57.5,64.0,10.0,5.0,4.0,11.75,1.0,0.5,0.5,0.0,50.0,1.0,8.0,2.0,34.5,0.75,0.16,0.09,0.32,16.0,0.0,0.0,0.0,257.0,322.0,82.1,3751.0,932.0,143.0,173.0,89.45,97.0,115.0,88.9,12.0,19.0,57.6,0.0,0.4,0.4,0.0,4.0,17.0,4.0,0.0,28.0,310.0,21.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,257.0,1.0,7.0,15.0,1.85,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,4.0,2.0,1.0,4.0,11.0,46.7,6.0,11.0,1.0,7.0,3.0,16.0,9.0,0.0,433.0,12.0,69.0,171.0,80.0,22.0,433.0,8.0,4.0,44.8,3.0,41.0,271.0,1854.0,915.0,19.0,11.0,1.0,9.0,6.0,314.0,10.0,3.0,82.5,0.0,1.0,18.0,2.0,1.77,22.0,13.0,18.5,14.7,11.0,9.0,0.0,2.0,0.0,37.0,5.0,9.0,48.35,25.26,18.35,13.48,2.32,1.77,3.03,0.06,2.1,2.0,0.08,0.15,0.09,0.24,0.14,0.08,0.22,0.14,0.21,30.5,86.5,57.5,64.0,10.0,5.0,4.0,11.75,1.0,0.5,0.5,0.0,50.0,2.32,16.48,5.87,30.6,1.42,0.44,0.12,0.34,16.28,0.48,0.13,0.13,520.42,624.61,82.13,9068.65,3073.97,229.35,254.13,88.92,238.1,266.87,88.37,42.9,76.39,57.05,1.77,1.59,1.37,0.18,12.84,37.42,11.71,2.16,46.81,564.48,58.61,7.45,2.58,3.06,21.0,19.77,7.45,4.81,0.48,0.06,520.42,1.52,11.06,29.42,1.9,21.61,2.48,1.52,2.35,1.0,0.45,4.16,0.23,2.97,0.26,0.26,0.32,0.26,0.1,17.65,10.03,8.68,6.77,2.19,8.39,17.74,42.65,9.35,12.55,3.65,8.9,7.61,25.26,19.26,0.42,743.81,90.55,263.55,310.84,176.1,32.58,743.68,24.42,11.13,46.57,10.16,41.54,466.13,2535.45,1329.65,25.0,15.81,7.0,15.39,13.42,510.42,46.39,10.72,77.79,6.92,3.87,18.26,4.77,1.58,26.97,21.58,22.46,21.25,13.29,15.26,1.52,21.0,0.13,52.23,10.77,11.71,51.31,4.18,13.83,13.3,4.1,3.22,3.23,0.25,3.45,3.35,0.09,0.24,0.15,0.31,0.16,0.09,0.21,0.16,0.21,24.75,74.25,53.03,3.11,12.73,2.83,5.66,16.62,0.0,0.71,0.71,0.0,70.71,4.1,23.35,9.64,14.21,2.06,0.71,0.12,0.26,4.02,1.46,0.72,0.72,575.87,666.75,8.48,10516.95,4063.42,242.89,262.94,7.54,293.48,316.86,8.52,57.54,106.16,18.39,3.22,2.51,1.97,1.3,17.7,47.48,15.99,4.26,55.4,597.77,81.91,20.17,4.7,5.42,37.09,48.35,20.17,12.87,1.59,0.36,575.87,2.14,12.54,36.55,1.85,25.84,6.99,2.53,3.95,1.39,0.62,6.04,0.27,4.21,0.77,0.58,1.3,0.51,0.3,20.08,11.94,9.97,9.54,2.7,10.11,20.49,21.91,11.21,12.41,5.72,8.83,8.98,28.72,25.33,0.96,752.32,210.98,368.6,362.94,211.38,48.5,752.04,30.34,14.75,19.27,13.05,20.0,479.0,2573.69,1451.2,28.9,17.26,12.09,18.95,16.95,522.57,69.22,13.04,13.25,10.25,5.35,12.02,6.95,0.76,26.28,19.47,21.91,19.22,13.96,18.51,3.56,37.09,0.43,54.15,12.79,15.68,27.58
3,Bournemouth,24.0,21.5,11.5,0.0,1.0,2.0,0.0,0.55,0.55,0.07,0.0,0.06,0.09,0.06,0.07,0.15,0.06,0.15,7.0,18.0,13.0,69.7,2.0,2.0,2.0,21.9,1.0,1.0,0.0,0.0,8.35,0.0,7.0,2.0,30.5,0.96,0.2,0.04,0.22,17.6,0.0,0.0,0.0,328.5,447.5,73.4,5379.5,1590.0,146.0,181.5,85.0,112.5,145.0,81.0,25.0,52.0,46.4,1.0,0.9,0.7,0.0,7.5,22.5,11.0,1.5,36.5,414.0,19.0,0.0,1.0,1.0,11.5,3.5,0.0,0.0,0.0,0.0,328.5,1.0,10.5,25.0,2.22,20.0,0.5,1.0,1.0,1.0,0.0,3.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,23.0,11.5,6.0,8.0,2.0,9.0,20.5,46.0,9.0,13.5,2.0,8.5,6.5,30.0,15.0,0.0,653.0,35.5,125.5,225.5,106.0,11.0,653.0,13.0,5.5,42.3,7.0,43.65,347.0,2132.0,1071.5,18.5,11.0,1.5,14.5,6.5,366.0,20.5,4.0,83.0,1.0,3.0,21.0,4.0,1.23,15.0,23.5,15.75,18.75,13.5,10.0,0.5,11.5,0.0,55.0,12.5,19.0,42.1,24.63,19.6,13.93,1.73,1.3,2.63,0.1,1.91,1.83,0.1,0.12,0.09,0.22,0.19,0.1,0.29,0.19,0.29,22.33,64.67,42.33,61.3,4.33,5.33,3.0,23.97,2.33,2.0,0.33,0.0,8.35,1.73,17.97,5.83,30.85,1.69,0.57,0.06,0.24,17.65,0.6,0.07,0.1,396.63,530.67,70.96,7365.93,2774.5,165.87,195.6,82.7,175.67,207.13,81.41,46.43,98.8,48.18,1.3,1.36,1.11,-0.06,13.8,35.8,11.73,2.93,43.8,468.83,59.97,7.83,1.6,3.03,23.63,25.8,7.83,6.4,0.3,0.13,396.63,1.87,12.03,31.73,2.56,23.33,2.33,2.13,1.9,1.13,0.9,2.77,0.2,2.07,0.1,0.17,0.2,0.1,0.13,23.1,13.67,10.03,9.37,3.7,10.83,22.93,46.04,12.1,16.8,5.1,11.7,11.9,35.0,27.23,0.53,690.0,82.87,227.33,282.3,189.53,34.43,689.9,29.07,12.73,44.36,13.8,42.84,367.17,2212.3,1154.5,23.63,17.1,8.0,21.23,12.87,392.37,43.2,11.3,78.04,6.68,4.59,20.88,4.62,1.26,19.8,24.5,20.48,21.24,16.9,12.53,1.87,23.63,0.03,67.1,19.4,22.37,43.94,3.55,12.76,13.02,3.83,1.49,2.89,0.31,3.7,3.31,0.1,0.21,0.12,0.28,0.29,0.1,0.36,0.29,0.35,28.31,86.96,58.77,21.94,4.93,6.66,3.61,25.06,3.21,2.65,0.58,0.0,11.81,3.83,25.2,8.86,21.63,1.9,0.85,0.08,0.25,5.71,1.57,0.37,0.55,387.24,502.24,14.76,7976.14,3568.75,145.41,170.13,17.04,204.86,228.41,11.29,63.0,136.96,13.52,1.49,1.58,1.34,0.85,15.63,43.62,12.06,4.08,45.58,455.01,78.32,20.36,3.2,4.07,33.27,53.75,20.36,17.37,0.99,0.35,387.24,2.32,10.62,32.02,1.8,23.61,4.77,3.17,2.38,1.57,1.16,2.67,0.23,2.18,0.4,0.46,0.66,0.31,0.35,23.35,13.49,11.17,10.18,4.31,11.46,23.07,19.96,12.46,16.86,7.64,11.84,16.0,38.06,34.3,1.01,619.52,176.55,299.74,299.36,201.81,49.49,619.46,35.38,15.5,18.68,18.11,22.07,336.0,2019.98,1118.22,25.87,19.84,12.38,28.11,19.21,356.1,57.25,12.93,10.92,10.06,5.04,9.55,4.93,0.53,17.54,20.31,18.21,18.4,16.32,12.51,3.23,33.27,0.18,66.54,23.35,28.59,24.32
